time,x,y,z,step,clearWeight,rainWeight,snowWeight,support,bodyClear
5.7510,-0.0003,0.8000,-0.0025,0.00256,1.0000,0.0000,0.0000,True,True
5.7586,-0.0005,0.8000,-0.0042,0.00168,1.0000,0.0000,0.0000,True,True
5.7668,-0.0008,0.8000,-0.0064,0.00220,1.0000,0.0000,0.0000,True,True
5.7792,-0.0013,0.8000,-0.0106,0.00428,1.0000,0.0000,0.0000,True,True
5.7835,-0.0015,0.8000,-0.0124,0.00178,1.0000,0.0000,0.0000,True,True
5.7921,-0.0019,0.8000,-0.0161,0.00376,1.0000,0.0000,0.0000,True,True
5.8003,-0.0024,0.8000,-0.0204,0.00428,1.0000,0.0000,0.0000,True,True
5.8086,-0.0030,0.8000,-0.0252,0.00480,1.0000,0.0000,0.0000,True,True
5.8169,-0.0036,0.8000,-0.0304,0.00532,1.0000,0.0000,0.0000,True,True
5.8253,-0.0043,0.8000,-0.0362,0.00584,1.0000,0.0000,0.0000,True,True
5.8336,-0.0050,0.8000,-0.0426,0.00637,1.0000,0.0000,0.0000,True,True
5.8420,-0.0059,0.8000,-0.0494,0.00688,1.0000,0.0000,0.0000,True,True
5.8503,-0.0067,0.8000,-0.0567,0.00740,1.0000,0.0000,0.0000,True,True
5.8586,-0.0077,0.8000,-0.0646,0.00792,1.0000,0.0000,0.0000,True,True
5.8669,-0.0087,0.8000,-0.0730,0.00845,1.0000,0.0000,0.0000,True,True
5.8752,-0.0097,0.8000,-0.0819,0.00897,1.0000,0.0000,0.0000,True,True
5.8835,-0.0108,0.8000,-0.0913,0.00948,1.0000,0.0000,0.0000,True,True
5.8918,-0.0120,0.8000,-0.1013,0.01001,1.0000,0.0000,0.0000,True,True
5.9002,-0.0132,0.8000,-0.1117,0.01053,1.0000,0.0000,0.0000,True,True
5.9085,-0.0145,0.8000,-0.1227,0.01105,1.0000,0.0000,0.0000,True,True
5.9168,-0.0159,0.8000,-0.1342,0.01157,1.0000,0.0000,0.0000,True,True
5.9254,-0.0173,0.8000,-0.1463,0.01215,1.0000,0.0000,0.0000,True,True
5.9335,-0.0188,0.8000,-0.1587,0.01256,1.0000,0.0000,0.0000,True,True
5.9419,-0.0204,0.8000,-0.1718,0.01314,1.0000,0.0000,0.0000,True,True
5.9502,-0.0220,0.8000,-0.1853,0.01365,1.0000,0.0000,0.0000,True,True
5.9585,-0.0236,0.8000,-0.1994,0.01418,1.0000,0.0000,0.0000,True,True
5.9668,-0.0254,0.8000,-0.2140,0.01469,1.0000,0.0000,0.0000,True,True
5.9752,-0.0272,0.8000,-0.2291,0.01522,1.0000,0.0000,0.0000,True,True
5.9835,-0.0290,0.8000,-0.2447,0.01574,1.0000,0.0000,0.0000,True,True
5.9918,-0.0309,0.8000,-0.2609,0.01626,1.0000,0.0000,0.0000,True,True
6.0002,-0.0329,0.8000,-0.2776,0.01678,1.0000,0.0000,0.0000,True,True
6.0085,-0.0349,0.8000,-0.2947,0.01730,1.0000,0.0000,0.0000,True,True
6.0168,-0.0370,0.8000,-0.3124,0.01782,1.0000,0.0000,0.0000,True,True
6.0252,-0.0392,0.8000,-0.3307,0.01835,1.0000,0.0000,0.0000,True,True
6.0335,-0.0414,0.8000,-0.3494,0.01886,1.0000,0.0000,0.0000,True,True
6.0419,-0.0437,0.8000,-0.3686,0.01939,1.0000,0.0000,0.0000,True,True
6.0502,-0.0460,0.8000,-0.3884,0.01991,1.0000,0.0000,0.0000,True,True
6.0585,-0.0484,0.8000,-0.4087,0.02042,1.0000,0.0000,0.0000,True,True
6.0670,-0.0509,0.8000,-0.4295,0.02097,1.0000,0.0000,0.0000,True,True
6.0752,-0.0534,0.8000,-0.4508,0.02145,1.0000,0.0000,0.0000,True,True
6.0835,-0.0560,0.8000,-0.4726,0.02199,1.0000,0.0000,0.0000,True,True
6.0919,-0.0587,0.8000,-0.4950,0.02252,1.0000,0.0000,0.0000,True,True
6.1002,-0.0614,0.8000,-0.5179,0.02303,1.0000,0.0000,0.0000,True,True
6.1085,-0.0642,0.8000,-0.5413,0.02355,1.0000,0.0000,0.0000,True,True
6.1169,-0.0670,0.8000,-0.5652,0.02407,1.0000,0.0000,0.0000,True,True
6.1252,-0.0699,0.8000,-0.5896,0.02460,1.0000,0.0000,0.0000,True,True
6.1335,-0.0728,0.8000,-0.6145,0.02511,1.0000,0.0000,0.0000,True,True
