time,x,y,z,step,clearWeight,rainWeight,snowWeight,support,bodyClear
5.7069,-0.0010,0.8000,-0.0050,0.00514,1.0000,0.0000,0.0000,True,True
5.7134,-0.0014,0.8000,-0.0072,0.00216,1.0000,0.0000,0.0000,True,True
5.7216,-0.0020,0.8000,-0.0098,0.00268,1.0000,0.0000,0.0000,True,True
5.7304,-0.0026,0.8000,-0.0132,0.00348,1.0000,0.0000,0.0000,True,True
5.7387,-0.0034,0.8000,-0.0169,0.00378,1.0000,0.0000,0.0000,True,True
5.7471,-0.0042,0.8000,-0.0211,0.00426,1.0000,0.0000,0.0000,True,True
5.7554,-0.0051,0.8000,-0.0258,0.00480,1.0000,0.0000,0.0000,True,True
5.7636,-0.0062,0.8000,-0.0310,0.00532,1.0000,0.0000,0.0000,True,True
5.7720,-0.0073,0.8000,-0.0367,0.00585,1.0000,0.0000,0.0000,True,True
5.7802,-0.0086,0.8000,-0.0430,0.00636,1.0000,0.0000,0.0000,True,True
5.7887,-0.0099,0.8000,-0.0497,0.00689,1.0000,0.0000,0.0000,True,True
5.7969,-0.0114,0.8000,-0.0570,0.00741,1.0000,0.0000,0.0000,True,True
5.8054,-0.0129,0.8000,-0.0648,0.00793,1.0000,0.0000,0.0000,True,True
5.8136,-0.0146,0.8000,-0.0731,0.00845,1.0000,0.0000,0.0000,True,True
5.8219,-0.0163,0.8000,-0.0819,0.00899,1.0000,0.0000,0.0000,True,True
5.8303,-0.0182,0.8000,-0.0912,0.00950,1.0000,0.0000,0.0000,True,True
5.8386,-0.0201,0.8000,-0.1010,0.01001,1.0000,0.0000,0.0000,True,True
5.8471,-0.0222,0.8000,-0.1113,0.01053,1.0000,0.0000,0.0000,True,True
5.8553,-0.0244,0.8000,-0.1222,0.01107,1.0000,0.0000,0.0000,True,True
5.8639,-0.0266,0.8000,-0.1335,0.01157,1.0000,0.0000,0.0000,True,True
5.8720,-0.0290,0.8000,-0.1454,0.01210,1.0000,0.0000,0.0000,True,True
5.8806,-0.0315,0.8000,-0.1578,0.01265,1.0000,0.0000,0.0000,True,True
5.8888,-0.0340,0.8000,-0.1707,0.01317,1.0000,0.0000,0.0000,True,True
5.8970,-0.0367,0.8000,-0.1842,0.01371,1.0000,0.0000,0.0000,True,True
5.9054,-0.0395,0.8000,-0.1981,0.01418,1.0000,0.0000,0.0000,True,True
5.9136,-0.0424,0.8000,-0.2125,0.01470,1.0000,0.0000,0.0000,True,True
5.9223,-0.0454,0.8000,-0.2274,0.01522,1.0000,0.0000,0.0000,True,True
5.9304,-0.0484,0.8000,-0.2429,0.01575,1.0000,0.0000,0.0000,True,True
5.9388,-0.0516,0.8000,-0.2588,0.01627,1.0000,0.0000,0.0000,True,True
5.9471,-0.0549,0.8000,-0.2753,0.01679,1.0000,0.0000,0.0000,True,True
5.9556,-0.0583,0.8000,-0.2925,0.01752,1.0000,0.0000,0.0000,True,True
5.9641,-0.0619,0.8000,-0.3102,0.01808,1.0000,0.0000,0.0000,True,True
5.9729,-0.0655,0.8000,-0.3287,0.01883,1.0000,0.0000,0.0000,True,True
5.9808,-0.0692,0.8000,-0.3472,0.01890,1.0000,0.0000,0.0000,True,True
5.9891,-0.0730,0.8000,-0.3662,0.01942,1.0000,0.0000,0.0000,True,True
5.9974,-0.0769,0.8000,-0.3858,0.01994,1.0000,0.0000,0.0000,True,True
6.0059,-0.0810,0.8000,-0.4061,0.02067,1.0000,0.0000,0.0000,True,True
6.0142,-0.0851,0.8000,-0.4268,0.02109,1.0000,0.0000,0.0000,True,True
6.0225,-0.0893,0.8000,-0.4478,0.02151,1.0000,0.0000,0.0000,True,True
6.0308,-0.0936,0.8000,-0.4694,0.02203,1.0000,0.0000,0.0000,True,True
6.0392,-0.0980,0.8000,-0.4916,0.02255,1.0000,0.0000,0.0000,True,True
6.0475,-0.1025,0.8000,-0.5142,0.02307,1.0000,0.0000,0.0000,True,True
6.0559,-0.1072,0.8000,-0.5373,0.02359,1.0000,0.0000,0.0000,True,True
6.0642,-0.1119,0.8000,-0.5610,0.02411,1.0000,0.0000,0.0000,True,True
6.0725,-0.1167,0.8000,-0.5851,0.02464,1.0000,0.0000,0.0000,True,True
6.0810,-0.1216,0.8000,-0.6098,0.02516,1.0000,0.0000,0.0000,True,True
6.0895,-0.1266,0.8000,-0.6351,0.02575,1.0000,0.0000,0.0000,True,True
6.0975,-0.1318,0.8000,-0.6608,0.02620,1.0000,0.0000,0.0000,True,True
6.1059,-0.1370,0.8000,-0.6870,0.02672,1.0000,0.0000,0.0000,True,True
6.1143,-0.1423,0.8000,-0.7137,0.02727,1.0000,0.0000,0.0000,True,True
6.1230,-0.1479,0.8000,-0.7416,0.02841,1.0000,0.0000,0.0000,True,True
6.1310,-0.1534,0.8000,-0.7693,0.02830,1.0000,0.0000,0.0000,True,True
6.1395,-0.1591,0.8000,-0.7976,0.02882,1.0000,0.0000,0.0000,True,True
6.1478,-0.1648,0.8000,-0.8263,0.02934,1.0000,0.0000,0.0000,True,True
6.1562,-0.1706,0.8000,-0.8556,0.02986,1.0000,0.0000,0.0000,True,True
6.1644,-0.1766,0.8000,-0.8854,0.03037,1.0000,0.0000,0.0000,True,True
6.1729,-0.1826,0.8000,-0.9158,0.03103,1.0000,0.0000,0.0000,True,True
6.1820,-0.1893,0.8000,-0.9495,0.03430,1.0000,0.0000,0.0000,True,True
6.1902,-0.1956,0.8000,-0.9809,0.03198,1.0000,0.0000,0.0000,True,True
6.1985,-0.2020,0.8000,-1.0127,0.03251,1.0000,0.0000,0.0000,True,True
6.2068,-0.2084,0.8000,-1.0451,0.03303,1.0000,0.0000,0.0000,True,True
6.2152,-0.2150,0.8000,-1.0780,0.03356,1.0000,0.0000,0.0000,True,True
6.2235,-0.2216,0.8000,-1.1115,0.03407,1.0000,0.0000,0.0000,True,True
6.2318,-0.2284,0.8000,-1.1454,0.03459,1.0000,0.0000,0.0000,True,True
6.2402,-0.2353,0.8000,-1.1798,0.03512,1.0000,0.0000,0.0000,True,True
6.2485,-0.2422,0.8000,-1.2148,0.03563,1.0000,0.0000,0.0000,True,True
