time,x,y,z,step,clear,rain,snow,supported,bodyClear,continuous
7.6011,0.0000,1.0848,-38.0024,0.00244,1.00000,0.00000,0.00000,True,True,True
7.6173,0.0000,1.0842,-38.0062,0.00386,1.00000,0.00000,0.00000,True,True,True
7.6304,0.0000,1.0836,-38.0099,0.00376,1.00000,0.00000,0.00000,True,True,True
7.6420,0.0000,1.0830,-38.0139,0.00398,1.00000,0.00000,0.00000,True,True,True
7.6533,0.0000,1.0823,-38.0186,0.00474,1.00000,0.00000,0.00000,True,True,True
7.6669,0.0000,1.0813,-38.0250,0.00647,1.00000,0.00000,0.00000,True,True,True
7.6773,0.0000,1.0804,-38.0307,0.00581,1.00000,0.00000,0.00000,True,True,True
7.6890,0.0000,1.0793,-38.0377,0.00710,1.00000,0.00000,0.00000,True,True,True
7.7002,0.0000,1.0782,-38.0451,0.00748,1.00000,0.00000,0.00000,True,True,True
7.7133,0.0000,1.0767,-38.0548,0.00982,1.00000,0.00000,0.00000,True,True,True
7.7243,0.0000,1.0753,-38.0634,0.00866,1.00000,0.00000,0.00000,True,True,True
7.7364,0.0000,1.0737,-38.0737,0.01041,1.00000,0.00000,0.00000,True,True,True
7.7481,0.0000,1.0720,-38.0845,0.01102,1.00000,0.00000,0.00000,True,True,True
7.7596,0.0000,1.0703,-38.0961,0.01165,1.00000,0.00000,0.00000,True,True,True
7.7714,0.0000,1.0684,-38.1083,0.01239,1.00000,0.00000,0.00000,True,True,True
7.7831,0.0000,1.0663,-38.1214,0.01325,1.00000,0.00000,0.00000,True,True,True
7.7959,0.0000,1.0640,-38.1366,0.01535,1.00000,0.00000,0.00000,True,True,True
7.8062,0.0000,1.0620,-38.1493,0.01290,1.00000,0.00000,0.00000,True,True,True
7.8192,0.0000,1.0594,-38.1662,0.01707,1.00000,0.00000,0.00000,True,True,True
7.8307,0.0000,1.0569,-38.1821,0.01610,1.00000,0.00000,0.00000,True,True,True
7.8423,0.0000,1.0544,-38.1983,0.01643,1.00000,0.00000,0.00000,True,True,True
7.8548,0.0000,1.0514,-38.2172,0.01909,1.00000,0.00000,0.00000,True,True,True
7.8671,0.0000,1.0485,-38.2361,0.01914,1.00000,0.00000,0.00000,True,True,True
7.8800,0.0000,1.0451,-38.2578,0.02199,1.00000,0.00000,0.00000,True,True,True
7.8912,0.0000,1.0421,-38.2771,0.01948,1.00000,0.00000,0.00000,True,True,True
7.9065,0.0000,1.0380,-38.3035,0.02678,1.00000,0.00000,0.00000,True,True,True
7.9189,0.0000,1.0344,-38.3268,0.02357,1.00000,0.00000,0.00000,True,True,True
7.9322,0.0000,1.0305,-38.3520,0.02553,1.00000,0.00000,0.00000,True,True,True
7.9460,0.0000,1.0261,-38.3804,0.02869,1.00000,0.00000,0.00000,True,True,True
7.9568,0.0000,1.0226,-38.4026,0.02244,1.00000,0.00000,0.00000,True,True,True
7.9682,0.0000,1.0189,-38.4263,0.02406,1.00000,0.00000,0.00000,True,True,True
7.9794,0.0000,1.0150,-38.4513,0.02527,1.00000,0.00000,0.00000,True,True,True
7.9909,0.0000,1.0111,-38.4769,0.02591,1.00000,0.00000,0.00000,True,True,True
8.0054,0.0000,1.0064,-38.5080,0.03142,1.00000,0.00000,0.00000,True,True,True
8.0167,0.0000,1.0028,-38.5340,0.02627,1.00000,0.00000,0.00000,True,True,True
8.0292,0.0000,0.9989,-38.5621,0.02840,1.00000,0.00000,0.00000,True,True,True
8.0394,0.0000,0.9958,-38.5849,0.02296,1.00000,0.00000,0.00000,True,True,True
8.0542,0.0000,0.9913,-38.6178,0.03327,1.00000,0.00000,0.00000,True,True,True
8.0639,0.0000,0.9883,-38.6395,0.02187,1.00000,0.00000,0.00000,True,True,True
8.0755,0.0000,0.9848,-38.6650,0.02572,1.00000,0.00000,0.00000,True,True,True
8.0877,0.0000,0.9811,-38.6923,0.02751,1.00000,0.00000,0.00000,True,True,True
8.0992,0.0000,0.9775,-38.7180,0.02600,1.00000,0.00000,0.00000,True,True,True
8.1124,0.0000,0.9735,-38.7475,0.02981,1.00000,0.00000,0.00000,True,True,True
8.1234,0.0000,0.9702,-38.7716,0.02429,1.00000,0.00000,0.00000,True,True,True
8.1350,0.0000,0.9666,-38.7976,0.02621,1.00000,0.00000,0.00000,True,True,True
8.1467,0.0000,0.9630,-38.8239,0.02656,1.00000,0.00000,0.00000,True,True,True
8.1617,0.0000,0.9584,-38.8574,0.03379,1.00000,0.00000,0.00000,True,True,True
8.1724,0.0000,0.9551,-38.8811,0.02401,1.00000,0.00000,0.00000,True,True,True
8.1846,0.0000,0.9514,-38.9081,0.02725,1.00000,0.00000,0.00000,True,True,True
8.1967,0.0000,0.9477,-38.9355,0.02757,1.00000,0.00000,0.00000,True,True,True
8.2119,0.0000,0.9431,-38.9692,0.03403,1.00000,0.00000,0.00000,True,True,True
8.2215,0.0000,0.9401,-38.9906,0.02164,1.00000,0.00000,0.00000,True,True,True
8.2339,0.0000,0.9368,-39.0175,0.02706,1.00000,0.00000,0.00000,True,True,True
8.2456,0.0000,0.9338,-39.0441,0.02682,1.00000,0.00000,0.00000,True,True,True
8.2579,0.0000,0.9306,-39.0720,0.02812,1.00000,0.00000,0.00000,True,True,True
8.2726,0.0000,0.9269,-39.1043,0.03249,1.00000,0.00000,0.00000,True,True,True
8.2835,0.0000,0.9240,-39.1293,0.02513,1.00000,0.00000,0.00000,True,True,True
8.2956,0.0000,0.9210,-39.1557,0.02659,1.00000,0.00000,0.00000,True,True,True
8.3071,0.0000,0.9179,-39.1820,0.02647,1.00000,0.00000,0.00000,True,True,True
8.3227,0.0000,0.9140,-39.2166,0.03478,1.00000,0.00000,0.00000,True,True,True
8.3318,0.0000,0.9116,-39.2373,0.02090,1.00000,0.00000,0.00000,True,True,True
8.3439,0.0000,0.9085,-39.2640,0.02687,1.00000,0.00000,0.00000,True,True,True
8.3558,0.0000,0.9055,-39.2907,0.02684,1.00000,0.00000,0.00000,True,True,True
8.3676,0.0000,0.9024,-39.3172,0.02672,1.00000,0.00000,0.00000,True,True,True
8.3830,0.0000,0.8987,-39.3498,0.03275,1.00000,0.00000,0.00000,True,True,True
8.3945,0.0000,0.8956,-39.3771,0.02753,1.00000,0.00000,0.00000,True,True,True
8.4059,0.0000,0.8926,-39.4030,0.02601,1.00000,0.00000,0.00000,True,True,True
8.4177,0.0000,0.8896,-39.4294,0.02660,1.00000,0.00000,0.00000,True,True,True
8.4324,0.0000,0.8860,-39.4607,0.03150,1.00000,0.00000,0.00000,True,True,True
8.4438,0.0000,0.8829,-39.4877,0.02723,1.00000,0.00000,0.00000,True,True,True
8.4556,0.0000,0.8802,-39.5142,0.02664,1.00000,0.00000,0.00000,True,True,True
8.4674,0.0000,0.8779,-39.5406,0.02646,1.00000,0.00000,0.00000,True,True,True
8.4811,0.0000,0.8753,-39.5711,0.03057,1.00000,0.00000,0.00000,True,True,True
8.4929,0.0000,0.8730,-39.5974,0.02646,1.00000,0.00000,0.00000,True,True,True
8.5061,0.0000,0.8704,-39.6265,0.02923,1.00000,0.00000,0.00000,True,True,True
8.5177,0.0000,0.8681,-39.6533,0.02684,1.00000,0.00000,0.00000,True,True,True
8.5320,0.0000,0.8653,-39.6850,0.03189,1.00000,0.00000,0.00000,True,True,True
8.5448,0.0000,0.8628,-39.7140,0.02909,1.00000,0.00000,0.00000,True,True,True
8.5568,0.0000,0.8604,-39.7404,0.02651,1.00000,0.00000,0.00000,True,True,True
8.5687,0.0000,0.8581,-39.7675,0.02720,1.00000,0.00000,0.00000,True,True,True
8.5823,0.0000,0.8554,-39.7980,0.03057,1.00000,0.00000,0.00000,True,True,True
8.5936,0.0000,0.8532,-39.8232,0.02535,1.00000,0.00000,0.00000,True,True,True
8.6061,0.0000,0.8508,-39.8510,0.02786,1.00000,0.00000,0.00000,True,True,True
8.6178,0.0000,0.8484,-39.8777,0.02681,1.00000,0.00000,0.00000,True,True,True
8.6317,0.0000,0.8457,-39.9086,0.03108,1.00000,0.00000,0.00000,True,True,True
8.6444,0.0000,0.8432,-39.9372,0.02862,1.00000,0.00000,0.00000,True,True,True
8.6566,0.0000,0.8408,-39.9645,0.02746,1.00000,0.00000,0.00000,True,True,True
8.6685,0.0000,0.8385,-39.9911,0.02671,1.00000,0.00000,0.00000,True,True,True
8.6836,0.0000,0.8363,-40.0250,0.03393,1.00000,0.00000,0.00000,True,True,True
8.6933,0.0000,0.8351,-40.0470,0.02210,1.00000,0.00000,0.00000,True,True,True
8.7051,0.0000,0.8336,-40.0733,0.02630,1.00000,0.00000,0.00000,True,True,True
8.7180,0.0000,0.8320,-40.1018,0.02851,1.00000,0.00000,0.00000,True,True,True
8.7308,0.0000,0.8304,-40.1311,0.02938,1.00000,0.00000,0.00000,True,True,True
8.7443,0.0000,0.8287,-40.1615,0.03041,1.00000,0.00000,0.00000,True,True,True
8.7556,0.0000,0.8273,-40.1871,0.02564,1.00000,0.00000,0.00000,True,True,True
8.7675,0.0000,0.8258,-40.2137,0.02665,1.00000,0.00000,0.00000,True,True,True
8.7796,0.0000,0.8243,-40.2408,0.02716,1.00000,0.00000,0.00000,True,True,True
8.7932,0.0000,0.8226,-40.2714,0.03065,1.00000,0.00000,0.00000,True,True,True
8.8047,0.0000,0.8211,-40.2973,0.02594,1.00000,0.00000,0.00000,True,True,True
8.8170,0.0000,0.8196,-40.3244,0.02715,1.00000,0.00000,0.00000,True,True,True
8.8288,0.0000,0.8181,-40.3514,0.02701,1.00000,0.00000,0.00000,True,True,True
8.8437,0.0000,0.8162,-40.3848,0.03346,1.00000,0.00000,0.00000,True,True,True
8.8543,0.0000,0.8149,-40.4084,0.02370,1.00000,0.00000,0.00000,True,True,True
8.8665,0.0000,0.8134,-40.4358,0.02746,1.00000,0.00000,0.00000,True,True,True
8.8788,0.0000,0.8118,-40.4637,0.02787,1.00000,0.00000,0.00000,True,True,True
8.8937,0.0000,0.8100,-40.4971,0.03347,1.00000,0.00000,0.00000,True,True,True
8.9044,0.0000,0.8094,-40.5211,0.02404,1.00000,0.00000,0.00000,True,True,True
8.9168,0.0000,0.8089,-40.5483,0.02723,1.00000,0.00000,0.00000,True,True,True
8.9286,0.0000,0.8083,-40.5757,0.02731,1.00000,0.00000,0.00000,True,True,True
8.9437,0.0000,0.8077,-40.6095,0.03387,1.00000,0.00000,0.00000,True,True,True
8.9538,0.0000,0.8072,-40.6324,0.02284,1.00000,0.00000,0.00000,True,True,True
8.9667,0.0000,0.8067,-40.6599,0.02756,1.00000,0.00000,0.00000,True,True,True
8.9793,0.0000,0.8061,-40.6884,0.02854,1.00000,0.00000,0.00000,True,True,True
8.9909,0.0000,0.8056,-40.7158,0.02740,1.00000,0.00000,0.00000,True,True,True
9.0060,0.0000,0.8049,-40.7491,0.03324,1.00000,0.00000,0.00000,True,True,True
9.0164,0.0000,0.8045,-40.7730,0.02398,1.00000,0.00000,0.00000,True,True,True
9.0285,0.0000,0.8039,-40.8002,0.02717,1.00000,0.00000,0.00000,True,True,True
9.0406,0.0000,0.8034,-40.8277,0.02749,1.00000,0.00000,0.00000,True,True,True
9.0558,0.0000,0.8027,-40.8616,0.03394,1.00000,0.00000,0.00000,True,True,True
9.0666,0.0000,0.8022,-40.8861,0.02450,1.00000,0.00000,0.00000,True,True,True
9.0790,0.0000,0.8017,-40.9136,0.02748,1.00000,0.00000,0.00000,True,True,True
9.0909,0.0000,0.8012,-40.9409,0.02732,1.00000,0.00000,0.00000,True,True,True
9.1060,0.0000,0.8005,-40.9740,0.03310,1.00000,0.00000,0.00000,True,True,True
9.1177,0.0000,0.8000,-41.0002,0.02620,1.00000,0.00000,0.00000,True,True,True
9.1301,0.0000,0.8000,-41.0290,0.02881,1.00000,0.00000,0.00000,True,True,True
9.1430,0.0000,0.8000,-41.0576,0.02856,1.00000,0.00000,0.00000,True,True,True
9.1570,0.0000,0.8000,-41.0894,0.03187,1.00000,0.00000,0.00000,True,True,True
9.1718,0.0000,0.8000,-41.1219,0.03250,1.00000,0.00000,0.00000,True,True,True
9.1842,0.0000,0.8000,-41.1504,0.02849,1.00000,0.00000,0.00000,True,True,True
9.1988,0.0000,0.8000,-41.1834,0.03293,1.00000,0.00000,0.00000,True,True,True
9.2109,0.0000,0.8000,-41.2107,0.02737,1.00000,0.00000,0.00000,True,True,True
9.2238,0.0000,0.8000,-41.2397,0.02894,1.00000,0.00000,0.00000,True,True,True
9.2348,0.0000,0.8000,-41.2647,0.02503,1.00000,0.00000,0.00000,True,True,True
9.2488,0.0000,0.8000,-41.2960,0.03130,1.00000,0.00000,0.00000,True,True,True
9.2599,0.0000,0.8000,-41.3208,0.02483,1.00000,0.00000,0.00000,True,True,True
9.2743,0.0000,0.8000,-41.3533,0.03249,1.00000,0.00000,0.00000,True,True,True
9.2873,0.0000,0.8000,-41.3820,0.02872,1.00000,0.00000,0.00000,True,True,True
9.3008,0.0000,0.8000,-41.4119,0.02990,1.00000,0.00000,0.00000,True,True,True
9.3127,0.0000,0.8000,-41.4397,0.02781,1.00000,0.00000,0.00000,True,True,True
9.3275,0.0000,0.8000,-41.4729,0.03319,1.00000,0.00000,0.00000,True,True,True
9.3411,0.0000,0.8000,-41.5026,0.02962,1.00000,0.00000,0.00000,True,True,True
9.3515,0.0000,0.8000,-41.5271,0.02455,1.00000,0.00000,0.00000,True,True,True
9.3657,0.0000,0.8000,-41.5585,0.03139,1.00000,0.00000,0.00000,True,True,True
9.3770,0.0000,0.8000,-41.5843,0.02576,1.00000,0.00000,0.00000,True,True,True
9.3922,0.0000,0.8000,-41.6178,0.03354,1.00000,0.00000,0.00000,True,True,True
9.4058,0.0000,0.8000,-41.6473,0.02945,1.00000,0.00000,0.00000,True,True,True
9.4188,0.0000,0.8000,-41.6778,0.03050,1.00000,0.00000,0.00000,True,True,True
9.4341,0.0000,0.8000,-41.7121,0.03431,1.00000,0.00000,0.00000,True,True,True
9.4472,0.0000,0.8000,-41.7418,0.02977,1.00000,0.00000,0.00000,True,True,True
9.4599,0.0000,0.8000,-41.7709,0.02910,1.00000,0.00000,0.00000,True,True,True
9.4742,0.0000,0.8000,-41.8028,0.03189,1.00000,0.00000,0.00000,True,True,True
9.4865,0.0000,0.8000,-41.8300,0.02715,1.00000,0.00000,0.00000,True,True,True
9.4997,0.0000,0.8000,-41.8598,0.02985,1.00000,0.00000,0.00000,True,True,True
9.5129,0.0000,0.8000,-41.8893,0.02946,1.00000,0.00000,0.00000,True,True,True
9.5278,0.0000,0.8000,-41.9228,0.03352,1.00000,0.00000,0.00000,True,True,True
9.5403,0.0000,0.8000,-41.9505,0.02772,1.00000,0.00000,0.00000,True,True,True
9.5545,0.0000,0.8000,-41.9833,0.03278,1.00000,0.00000,0.00000,True,True,True
9.5654,0.0000,0.8000,-42.0084,0.02510,1.00000,0.00000,0.00000,True,True,True
9.5806,0.0000,0.8000,-42.0418,0.03341,1.00000,0.00000,0.00000,True,True,True
9.5918,0.0000,0.8000,-42.0678,0.02605,1.00000,0.00000,0.00000,True,True,True
9.6042,0.0000,0.8000,-42.0956,0.02773,1.00000,0.00000,0.00000,True,True,True
9.6159,0.0000,0.8000,-42.1218,0.02623,1.00000,0.00000,0.00000,True,True,True
9.6308,0.0000,0.8000,-42.1546,0.03281,1.00000,0.00000,0.00000,True,True,True
9.6424,0.0000,0.8000,-42.1810,0.02639,1.00000,0.00000,0.00000,True,True,True
9.6556,0.0000,0.8000,-42.2104,0.02936,1.00000,0.00000,0.00000,True,True,True
9.6684,0.0000,0.8000,-42.2395,0.02919,1.00000,0.00000,0.00000,True,True,True
9.6821,0.0000,0.8000,-42.2704,0.03084,1.00000,0.00000,0.00000,True,True,True
9.6960,0.0000,0.8000,-42.3019,0.03153,1.00000,0.00000,0.00000,True,True,True
9.7079,0.0000,0.8000,-42.3282,0.02625,1.00000,0.00000,0.00000,True,True,True
9.7208,0.0000,0.8000,-42.3580,0.02987,1.00000,0.00000,0.00000,True,True,True
9.7327,0.0000,0.8000,-42.3847,0.02665,1.00000,0.00000,0.00000,True,True,True
9.7481,0.0000,0.8000,-42.4192,0.03450,1.00000,0.00000,0.00000,True,True,True
9.7629,0.0000,0.8000,-42.4523,0.03308,1.00000,0.00000,0.00000,True,True,True
9.7736,0.0000,0.8000,-42.4770,0.02473,1.00000,0.00000,0.00000,True,True,True
9.7885,0.0000,0.8000,-42.5104,0.03342,1.00000,0.00000,0.00000,True,True,True
9.8043,0.0000,0.8000,-42.5456,0.03521,1.00000,0.00000,0.00000,True,True,True
9.8147,0.0000,0.8000,-42.5694,0.02374,1.00000,0.00000,0.00000,True,True,True
9.8270,0.0000,0.8000,-42.5969,0.02752,1.00000,0.00000,0.00000,True,True,True
9.8409,0.0000,0.8000,-42.6283,0.03143,1.00000,0.00000,0.00000,True,True,True
9.8541,0.0000,0.8000,-42.6579,0.02963,1.00000,0.00000,0.00000,True,True,True
9.8650,0.0000,0.8000,-42.6824,0.02451,1.00000,0.00000,0.00000,True,True,True
9.8793,0.0000,0.8000,-42.7146,0.03214,1.00000,0.00000,0.00000,True,True,True
9.8918,0.0000,0.8000,-42.7428,0.02820,1.00000,0.00000,0.00000,True,True,True
9.9042,0.0000,0.8000,-42.7706,0.02786,1.00000,0.00000,0.00000,True,True,True
9.9152,0.0000,0.8000,-42.7954,0.02477,1.00000,0.00000,0.00000,True,True,True
9.9274,0.0000,0.8000,-42.8222,0.02679,1.00000,0.00000,0.00000,True,True,True
9.9391,0.0000,0.8000,-42.8492,0.02702,1.00000,0.00000,0.00000,True,True,True
9.9548,0.0000,0.8000,-42.8836,0.03437,1.00000,0.00000,0.00000,True,True,True
9.9651,0.0000,0.8000,-42.9074,0.02381,1.00000,0.00000,0.00000,True,True,True
9.9768,0.0000,0.8000,-42.9340,0.02657,1.00000,0.00000,0.00000,True,True,True
9.9887,0.0000,0.8000,-42.9608,0.02682,1.00000,0.00000,0.00000,True,True,True
10.0008,0.0000,0.8000,-42.9879,0.02713,1.00000,0.00000,0.00000,True,True,True
10.0145,0.0000,0.8000,-43.0180,0.03003,1.00000,0.00000,0.00000,True,True,True
10.0257,0.0000,0.8000,-43.0439,0.02595,1.00000,0.00000,0.00000,True,True,True
10.0374,0.0000,0.8000,-43.0705,0.02661,1.00000,0.00000,0.00000,True,True,True
10.0492,0.0000,0.8000,-43.0970,0.02652,1.00000,0.00000,0.00000,True,True,True
10.0649,0.0000,0.8000,-43.1321,0.03505,1.00000,0.00000,0.00000,True,True,True
10.0772,0.0000,0.8000,-43.1599,0.02777,1.00000,0.00000,0.00000,True,True,True
10.0897,0.0000,0.8000,-43.1880,0.02813,1.00000,0.00000,0.00000,True,True,True
10.1041,0.0000,0.8000,-43.2204,0.03244,1.00000,0.00000,0.00000,True,True,True
10.1179,0.0000,0.8000,-43.2509,0.03043,1.00000,0.00000,0.00000,True,True,True
10.1304,0.0000,0.8000,-43.2792,0.02833,1.00000,0.00000,0.00000,True,True,True
10.1430,0.0000,0.8000,-43.3079,0.02867,1.00000,0.00000,0.00000,True,True,True
10.1569,0.0000,0.8000,-43.3389,0.03101,1.00000,0.00000,0.00000,True,True,True
10.1683,0.0000,0.8000,-43.3646,0.02570,1.00000,0.00000,0.00000,True,True,True
10.1803,0.0000,0.8000,-43.3918,0.02723,1.00000,0.00000,0.00000,True,True,True
10.1923,0.0000,0.8000,-43.4191,0.02730,1.00000,0.00000,0.00000,True,True,True
10.2064,0.0000,0.8000,-43.4503,0.03118,1.00000,0.00000,0.00000,True,True,True
10.2182,0.0000,0.8000,-43.4770,0.02671,1.00000,0.00000,0.00000,True,True,True
10.2308,0.0000,0.8000,-43.5048,0.02783,1.00000,0.00000,0.00000,True,True,True
10.2431,0.0000,0.8000,-43.5332,0.02839,1.00000,0.00000,0.00000,True,True,True
10.2575,0.0000,0.8000,-43.5650,0.03184,1.00000,0.00000,0.00000,True,True,True
10.2692,0.0000,0.8000,-43.5906,0.02555,1.00000,0.00000,0.00000,True,True,True
10.2826,0.0000,0.8000,-43.6194,0.02879,1.00000,0.00000,0.00000,True,True,True
10.2956,0.0000,0.8000,-43.6470,0.02757,1.00000,0.00000,0.00000,True,True,True
10.3109,0.0000,0.8000,-43.6772,0.03022,1.00000,0.00000,0.00000,True,True,True
10.3235,0.0000,0.8000,-43.7003,0.02309,1.00000,0.00000,0.00000,True,True,True
10.3377,0.0000,0.8000,-43.7269,0.02667,1.00000,0.00000,0.00000,True,True,True
10.3527,0.0000,0.8000,-43.7539,0.02701,1.00000,0.00000,0.00000,True,True,True
10.3661,0.0000,0.8000,-43.7760,0.02209,1.00000,0.00000,0.00000,True,True,True
10.3796,0.0000,0.8000,-43.7977,0.02163,1.00000,0.00000,0.00000,True,True,True
10.3951,0.0000,0.8000,-43.8219,0.02421,1.00000,0.00000,0.00000,True,True,True
10.4095,0.0000,0.8000,-43.8426,0.02077,1.00000,0.00000,0.00000,True,True,True
10.4212,0.0000,0.8000,-43.8597,0.01704,1.00000,0.00000,0.00000,True,True,True
10.4360,0.0000,0.8000,-43.8791,0.01940,1.00000,0.00000,0.00000,True,True,True
10.4489,0.0000,0.8000,-43.8947,0.01564,1.00000,0.00000,0.00000,True,True,True
10.4612,0.0000,0.8000,-43.9098,0.01509,1.00000,0.00000,0.00000,True,True,True
10.4759,0.0000,0.8000,-43.9262,0.01643,1.00000,0.00000,0.00000,True,True,True
10.4880,0.0000,0.8000,-43.9390,0.01274,1.00000,0.00000,0.00000,True,True,True
10.5006,0.0000,0.8000,-43.9521,0.01315,1.00000,0.00000,0.00000,True,True,True
10.5131,0.0000,0.8000,-43.9642,0.01207,1.00000,0.00000,0.00000,True,True,True
10.5275,0.0000,0.8000,-43.9776,0.01344,1.00000,0.00000,0.00000,True,True,True
10.5395,0.0000,0.8000,-43.9776,0.00000,1.00000,0.00000,0.00000,True,True,True
10.5524,0.0000,0.8000,-43.9785,0.00091,1.00000,0.00000,0.00000,True,True,True
10.5650,0.0000,0.8000,-43.9803,0.00178,1.00000,0.00000,0.00000,True,True,True
10.5796,0.0000,0.8000,-43.9835,0.00319,1.00000,0.00000,0.00000,True,True,True
10.5925,0.0000,0.8000,-43.9873,0.00379,1.00000,0.00000,0.00000,True,True,True
10.6033,0.0000,0.8000,-43.9910,0.00376,1.00000,0.00000,0.00000,True,True,True
10.6176,0.0000,0.8000,-43.9972,0.00617,1.00000,0.00000,0.00000,True,True,True
10.6284,0.0000,0.8000,-44.0025,0.00529,1.00000,0.00000,0.00000,True,True,True
10.6429,0.0000,0.8000,-44.0107,0.00822,1.00000,0.00000,0.00000,True,True,True
10.6553,0.0000,0.8000,-44.0186,0.00792,1.00000,0.00000,0.00000,True,True,True
10.6682,0.0000,0.8000,-44.0278,0.00915,1.00000,0.00000,0.00000,True,True,True
10.6812,0.0000,0.8000,-44.0377,0.00991,1.00000,0.00000,0.00000,True,True,True
10.6942,0.0000,0.8000,-44.0490,0.01130,1.00000,0.00000,0.00000,True,True,True
10.7071,0.0000,0.8000,-44.0606,0.01164,1.00000,0.00000,0.00000,True,True,True
10.7202,0.0000,0.8000,-44.0738,0.01314,1.00000,0.00000,0.00000,True,True,True
10.7348,0.0000,0.8000,-44.0896,0.01585,1.00000,0.00000,0.00000,True,True,True
10.7477,0.0000,0.8000,-44.1039,0.01431,1.00000,0.00000,0.00000,True,True,True
10.7614,0.0000,0.8000,-44.1208,0.01683,1.00000,0.00000,0.00000,True,True,True
10.7759,0.0000,0.8000,-44.1398,0.01905,1.00000,0.00000,0.00000,True,True,True
10.7903,0.0000,0.8000,-44.1593,0.01950,1.00000,0.00000,0.00000,True,True,True
10.8018,0.0000,0.8000,-44.1764,0.01709,1.00000,0.00000,0.00000,True,True,True
10.8145,0.0000,0.8000,-44.1956,0.01921,1.00000,0.00000,0.00000,True,True,True
10.8272,0.0000,0.8000,-44.2158,0.02016,1.00000,0.00000,0.00000,True,True,True
10.8399,0.0000,0.8000,-44.2365,0.02068,1.00000,0.00000,0.00000,True,True,True
10.8546,0.0000,0.8000,-44.2616,0.02510,1.00000,0.00000,0.00000,True,True,True
10.8676,0.0000,0.8000,-44.2851,0.02351,1.00000,0.00000,0.00000,True,True,True
10.8805,0.0000,0.8000,-44.3089,0.02381,1.00000,0.00000,0.00000,True,True,True
10.8930,0.0000,0.8000,-44.3340,0.02516,1.00000,0.00000,0.00000,True,True,True
10.9062,0.0000,0.8000,-44.3599,0.02582,1.00000,0.00000,0.00000,True,True,True
10.9189,0.0000,0.8000,-44.3868,0.02698,1.00000,0.00000,0.00000,True,True,True
10.9327,0.0000,0.8000,-44.4151,0.02823,1.00000,0.00000,0.00000,True,True,True
10.9465,0.0000,0.8000,-44.4471,0.03206,1.00000,0.00000,0.00000,True,True,True
10.9590,0.0000,0.8000,-44.4759,0.02880,1.00000,0.00000,0.00000,True,True,True
10.9703,0.0000,0.8000,-44.5016,0.02565,1.00000,0.00000,0.00000,True,True,True
10.9844,0.0000,0.8000,-44.5323,0.03076,1.00000,0.00000,0.00000,True,True,True
10.9990,0.0000,0.8000,-44.5655,0.03315,1.00000,0.00000,0.00000,True,True,True
11.0117,0.0000,0.8000,-44.5940,0.02848,1.00000,0.00000,0.00000,True,True,True
11.0261,0.0000,0.8000,-44.6263,0.03231,1.00000,0.00000,0.00000,True,True,True
11.0380,0.0000,0.8000,-44.6539,0.02757,1.00000,0.00000,0.00000,True,True,True
11.0525,0.0000,0.8000,-44.6864,0.03250,1.00000,0.00000,0.00000,True,True,True
11.0661,0.0000,0.8000,-44.7155,0.02916,1.00000,0.00000,0.00000,True,True,True
11.0788,0.0000,0.8000,-44.7450,0.02949,1.00000,0.00000,0.00000,True,True,True
11.0925,0.0000,0.8000,-44.7761,0.03112,1.00000,0.00000,0.00000,True,True,True
11.1040,0.0000,0.8000,-44.8024,0.02627,1.00000,0.00000,0.00000,True,True,True
11.1193,0.0000,0.8000,-44.8367,0.03430,1.00000,0.00000,0.00000,True,True,True
11.1321,0.0000,0.8000,-44.8653,0.02859,1.00000,0.00000,0.00000,True,True,True
11.1447,0.0000,0.8000,-44.8940,0.02871,1.00000,0.00000,0.00000,True,True,True
11.1594,0.0000,0.8000,-44.9270,0.03304,1.00000,0.00000,0.00000,True,True,True
11.1712,0.0000,0.8000,-44.9534,0.02639,1.00000,0.00000,0.00000,True,True,True
11.1842,0.0000,0.8000,-44.9827,0.02929,1.00000,0.00000,0.00000,True,True,True
11.1965,0.0000,0.8000,-45.0104,0.02767,1.00000,0.00000,0.00000,True,True,True
11.2106,0.0000,0.8000,-45.0422,0.03186,1.00000,0.00000,0.00000,True,True,True
11.2231,0.0000,0.8000,-45.0700,0.02771,1.00000,0.00000,0.00000,True,True,True
11.2352,0.0000,0.8001,-45.0977,0.02773,1.00000,0.00000,0.00000,True,True,True
11.2491,0.0000,0.8001,-45.1266,0.02894,1.00000,0.00000,0.00000,True,True,True
11.2630,0.0000,0.8001,-45.1593,0.03267,1.00000,0.00000,0.00000,True,True,True
11.2760,0.0000,0.8001,-45.1894,0.03008,1.00000,0.00000,0.00000,True,True,True
11.2880,0.0000,0.8001,-45.2161,0.02677,1.00000,0.00000,0.00000,True,True,True
11.3003,0.0000,0.8001,-45.2440,0.02787,1.00000,0.00000,0.00000,True,True,True
11.3131,0.0000,0.8002,-45.2725,0.02843,1.00000,0.00000,0.00000,True,True,True
11.3256,0.0000,0.8002,-45.3009,0.02846,1.00000,0.00000,0.00000,True,True,True
11.3395,0.0000,0.8002,-45.3323,0.03136,1.00000,0.00000,0.00000,True,True,True
11.3518,0.0000,0.8002,-45.3599,0.02759,1.00000,0.00000,0.00000,True,True,True
11.3648,0.0000,0.8002,-45.3892,0.02930,1.00000,0.00000,0.00000,True,True,True
11.3793,0.0000,0.8002,-45.4217,0.03253,1.00000,0.00000,0.00000,True,True,True
