time,x,y,z,step,clearWeight,rainWeight,snowWeight,support,bodyClear
5.6763,0.0000,0.8000,-0.0011,0.00113,1.0000,0.0000,0.0000,True,True
5.6826,0.0000,0.8000,-0.0024,0.00126,1.0000,0.0000,0.0000,True,True
5.6913,-0.0003,0.8000,-0.0041,0.00178,1.0000,0.0000,0.0000,True,True
5.6993,-0.0008,0.8000,-0.0064,0.00230,1.0000,0.0000,0.0000,True,True
5.7076,-0.0014,0.8000,-0.0092,0.00282,1.0000,0.0000,0.0000,True,True
5.7160,-0.0020,0.8000,-0.0124,0.00334,1.0000,0.0000,0.0000,True,True
5.7243,-0.0028,0.8000,-0.0162,0.00386,1.0000,0.0000,0.0000,True,True
5.7326,-0.0036,0.8000,-0.0205,0.00438,1.0000,0.0000,0.0000,True,True
5.7414,-0.0046,0.8000,-0.0253,0.00491,1.0000,0.0000,0.0000,True,True
5.7493,-0.0056,0.8000,-0.0306,0.00542,1.0000,0.0000,0.0000,True,True
5.7576,-0.0068,0.8000,-0.0365,0.00594,1.0000,0.0000,0.0000,True,True
5.7659,-0.0081,0.8000,-0.0428,0.00647,1.0000,0.0000,0.0000,True,True
5.7743,-0.0094,0.8000,-0.0497,0.00699,1.0000,0.0000,0.0000,True,True
5.7826,-0.0109,0.8000,-0.0570,0.00751,1.0000,0.0000,0.0000,True,True
5.7913,-0.0125,0.8000,-0.0649,0.00805,1.0000,0.0000,0.0000,True,True
5.7993,-0.0142,0.8000,-0.0733,0.00855,1.0000,0.0000,0.0000,True,True
5.8077,-0.0159,0.8000,-0.0822,0.00907,1.0000,0.0000,0.0000,True,True
5.8160,-0.0178,0.8000,-0.0916,0.00959,1.0000,0.0000,0.0000,True,True
5.8243,-0.0198,0.8000,-0.1015,0.01011,1.0000,0.0000,0.0000,True,True
5.8326,-0.0219,0.8000,-0.1120,0.01064,1.0000,0.0000,0.0000,True,True
5.8412,-0.0240,0.8000,-0.1229,0.01115,1.0000,0.0000,0.0000,True,True
5.8493,-0.0263,0.8000,-0.1344,0.01168,1.0000,0.0000,0.0000,True,True
5.8576,-0.0287,0.8000,-0.1463,0.01219,1.0000,0.0000,0.0000,True,True
5.8659,-0.0312,0.8000,-0.1588,0.01272,1.0000,0.0000,0.0000,True,True
5.8746,-0.0338,0.8000,-0.1718,0.01324,1.0000,0.0000,0.0000,True,True
5.8826,-0.0365,0.8000,-0.1853,0.01376,1.0000,0.0000,0.0000,True,True
5.8913,-0.0393,0.8000,-0.1993,0.01428,1.0000,0.0000,0.0000,True,True
5.8993,-0.0422,0.8000,-0.2138,0.01480,1.0000,0.0000,0.0000,True,True
5.9077,-0.0452,0.8000,-0.2288,0.01532,1.0000,0.0000,0.0000,True,True
5.9160,-0.0483,0.8000,-0.2443,0.01584,1.0000,0.0000,0.0000,True,True
5.9245,-0.0515,0.8000,-0.2604,0.01636,1.0000,0.0000,0.0000,True,True
5.9327,-0.0548,0.8000,-0.2770,0.01689,1.0000,0.0000,0.0000,True,True
5.9412,-0.0582,0.8000,-0.2940,0.01741,1.0000,0.0000,0.0000,True,True
5.9493,-0.0617,0.8000,-0.3116,0.01792,1.0000,0.0000,0.0000,True,True
5.9577,-0.0653,0.8000,-0.3297,0.01845,1.0000,0.0000,0.0000,True,True
